ID,COUNTRY_NAME,ISO2,ADMIN1,ADMIN2,SITE_NAME,SITE_CODE,LATITUDE,LONGITUDE,ASSAY_TYPE,TEST_TYPE,INSECTICIDE_CLASS,INSECTICIDE_TYPE,INSECTICIDE_CONC,INSECTICIDE_INTENSITY,YEAR_START,SPECIES,STAGE_ORIGIN,MOSQUITO_NUMBER,TEST_TIME,MORTALITY_ADJUSTED,RESISTANCE_STATUS,DATA_SOURCE,CITATION,CITATION_URL,DATA_CURATOR
IR000007406,Côte d’Ivoire,CI,Kabadougou,Odienne,Katiola,IRCI35,9.659167,-7.629722,Discriminating concentration bioassays,WHO tube test,Organochlorines,Dieldrin,4%,10,2012,An. gambiae s.s.,NR,297,24hrs,27.20,Confirmed resistance,N/A,"Koffi et al. (2013) Insecticide resistance status of Anopheles gambiae s.s population from M'Bé: a WHOPES-labelled experimental hut station, 10 years after the political crisis in Côte d'Ivoire. Malar J. 2013 May 4;12:151",https://www.ncbi.nlm.nih.gov/pubmed/23641777,World Health Organization
IR000007489,Côte d’Ivoire,CI,Tonkpi,Man,Man,IRCI39,7.412090,-7.562108,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2012,An. gambiae s.s.,NR,99,24hrs,75.00,Confirmed resistance,N/A,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000011613,Côte d’Ivoire,CI,Kabadougou,Odienné,Odienné,IRCI51,9.503715,-7.579168,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),106,24hrs,8.50,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000011691,Côte d’Ivoire,CI,Tchologo,Ouangolodougou,Ouangolo,IRCI52,9.970105,-5.160712,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),104,24hrs,53.40,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000012069,Côte d’Ivoire,CI,San-Pédro,San-Pédro,San-Pédro,IRCI57,4.758807,-6.691275,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),106,24hrs,7.50,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000012105,Côte d’Ivoire,CI,Lacs,Iffou,N'gattakro,IRCI47,7.059702,-3.775761,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2013,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),48,24hrs,33.30,Confirmed resistance,Institut Pierre Richet,Institut Pierre Richet,NA,World Health Organization
IR000012110,Côte d’Ivoire,CI,Worodougou,Seguela,Seguela,IRCI59,7.962167,-6.694451,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),102,24hrs,5.90,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000012111,Côte d’Ivoire,CI,Worodougou,Seguela,Seguela,IRCI59,7.962167,-6.694451,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),98,24hrs,29.60,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000008280,Côte d’Ivoire,CI,Abidjan 2,Port Bouet-Vridi,Port-Bouet,IRCI55,5.248200,-3.919500,Discriminating concentration bioassays,WHO tube test,Organophosphates,Fenitrothion,1%,1,2012,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),99,24hrs,96.00,Possible resistance,Institut Pierre Richet,Institut Pierre Richet,NA,World Health Organization
IR000012248,Côte d’Ivoire,CI,Gontougo,Tanda,Tanda,IRCI64,7.806400,-3.171400,Discriminating concentration bioassays,WHO tube test,Carbamates,Bendiocarb,0.1%,1,2013,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),106,24hrs,81.00,Confirmed resistance,Institut Pierre Richet,Institut Pierre Richet,NA,World Health Organization
IR000012255,Côte d’Ivoire,CI,Gontougo,Tanda,Tanda,IRCI64,7.806400,-3.171400,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2013,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),86,24hrs,62.00,Confirmed resistance,Institut Pierre Richet,Institut Pierre Richet,NA,World Health Organization
IR000012305,Côte d’Ivoire,CI,Gontougo,Koun-Fao,Tankesse,IRCI65,7.345700,-3.203100,Discriminating concentration bioassays,WHO tube test,Carbamates,Bendiocarb,0.1%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),105,24hrs,80.00,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000012374,Côte d’Ivoire,CI,Bagoue,Tengrela,Tingrela,IRCI69,10.438800,-6.398200,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),104,24hrs,41.30,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000012377,Côte d’Ivoire,CI,Bagoue,Tengrela,Tingrela,IRCI69,10.438800,-6.398200,Discriminating concentration bioassays,WHO tube test,Organochlorines,DDT,4%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),104,24hrs,15.40,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000012460,Côte d’Ivoire,CI,Agneby-Tiassa,Tiassale,Tiassale,IRCI67,5.890861,-4.830361,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2013,An. coluzzii,NR,100,Not available,38.00,Confirmed resistance,N/A,Edi et al. (2014) CYP6 P450 Enzymes and ACE-1 Duplication Produce Extreme and Multiple Insecticide Resistance in the Malaria Mosquito Anopheles gambiae.. PLoS Genet. 10(3):e1004236,https://www.ncbi.nlm.nih.gov/pubmed/24651294,World Health Organization
IR000008773,Côte d’Ivoire,CI,Belier,Yamoussoukro,Yamoussoukro,IRCI77,6.781680,-5.270890,Discriminating concentration bioassays,WHO tube test,Carbamates,Bendiocarb,0.1%,1,2012,An. gambiae s.s.,F0_ADULTS_(WILD_COLLECTED),106,24hrs,48.10,Confirmed resistance,Institut Pierre Richet,Institut Pierre Richet,NA,World Health Organization
IR000008777,Côte d’Ivoire,CI,Belier,Yamoussoukro,Yamoussoukro,IRCI77,6.781680,-5.270890,Discriminating concentration bioassays,WHO tube test,Organochlorines,DDT,4%,1,2012,An. gambiae s.s.,NR,101,24hrs,32.00,Confirmed resistance,N/A,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000008779,Côte d’Ivoire,CI,Belier,Yamoussoukro,Yamoussoukro,IRCI77,6.781680,-5.270890,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2012,An. gambiae s.s.,NR,124,24hrs,74.00,Confirmed resistance,N/A,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000012461,Côte d’Ivoire,CI,Agneby-Tiassa,Tiassale,Tiassale,IRCI67,5.890861,-4.830361,Discriminating concentration bioassays,WHO tube test,Organochlorines,DDT,4%,1,2013,An. coluzzii,NR,100,Not available,8.00,Confirmed resistance,N/A,Edi et al. (2014) CYP6 P450 Enzymes and ACE-1 Duplication Produce Extreme and Multiple Insecticide Resistance in the Malaria Mosquito Anopheles gambiae.. PLoS Genet. 10(3):e1004236,https://www.ncbi.nlm.nih.gov/pubmed/24651294,World Health Organization
IR000012468,Côte d’Ivoire,CI,Agneby-Tiassa,Tiassale,Tiassale,IRCI67,5.890861,-4.830361,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),204,24hrs,24.00,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000012472,Côte d’Ivoire,CI,Agneby-Tiassa,Tiassale,Tiassale,IRCI67,5.890861,-4.830361,Discriminating concentration bioassays,WHO tube test,Carbamates,Carbosulfan,0.4%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),217,24hrs,2.80,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000012473,Côte d’Ivoire,CI,Agneby-Tiassa,Tiassale,Tiassale,IRCI67,5.890861,-4.830361,Discriminating concentration bioassays,WHO tube test,Organophosphates,Fenitrothion,1%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),296,24hrs,74.00,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000012485,Côte d’Ivoire,CI,Goh,Oume,Tokohiri,IRCI70,6.351730,-5.268560,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),107,24hrs,91.60,Possible resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000008838,Côte d’Ivoire,CI,Abidjan 1,Yopougon Ouest-Songon,Yopougon,IRCI81,5.324019,-4.138420,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2012,An. coluzzii,NR,99,24hrs,100.00,Susceptible,N/A,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000008841,Côte d’Ivoire,CI,Abidjan 1,Yopougon Ouest-Songon,Yopougon,IRCI81,5.324019,-4.138420,Discriminating concentration bioassays,WHO tube test,Organochlorines,DDT,4%,1,2012,An. coluzzii,NR,102,24hrs,30.00,Confirmed resistance,N/A,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000008855,Côte d’Ivoire,CI,Agneby-Tiassa,Tiassale,Tiassale,IRCI67,5.890861,-4.830361,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2012,An. gambiae s.s.,NR,25,24hrs,83.00,Confirmed resistance,N/A,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000008856,Côte d’Ivoire,CI,Agneby-Tiassa,Tiassale,Tiassale,IRCI67,5.890861,-4.830361,Discriminating concentration bioassays,WHO tube test,Organochlorines,DDT,4%,1,2012,An. gambiae s.s.,NR,53,24hrs,45.00,Confirmed resistance,N/A,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000008915,Côte d’Ivoire,CI,Indenie-Djuablin,Abengourou,Abengourou,IRCI1,6.729096,-3.496320,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),105,24hrs,82.90,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000008916,Côte d’Ivoire,CI,Indenie-Djuablin,Abengourou,Abengourou,IRCI1,6.729096,-3.496320,Discriminating concentration bioassays,WHO tube test,Organochlorines,DDT,4%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),106,24hrs,66.10,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000012508,Côte d’Ivoire,CI,Bafing,Touba,Touba,IRCI72,8.284169,-7.681943,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),106,24hrs,62.30,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000012510,Côte d’Ivoire,CI,Bafing,Touba,Touba,IRCI72,8.284169,-7.681943,Discriminating concentration bioassays,WHO tube test,Carbamates,Bendiocarb,0.1%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,51.00,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000008917,Côte d’Ivoire,CI,Indenie-Djuablin,Abengourou,Abengourou,IRCI1,6.729096,-3.496320,Discriminating concentration bioassays,WHO tube test,Carbamates,Carbosulfan,0.4%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),101,24hrs,14.30,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000008964,Côte d’Ivoire,CI,Me,Adzope,Adzopé,IRCI4,6.106900,-3.861900,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,42.00,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000008965,Côte d’Ivoire,CI,Me,Adzope,Adzopé,IRCI4,6.106900,-3.861900,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),96,24hrs,90.60,Possible resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000008966,Côte d’Ivoire,CI,Me,Adzope,Adzopé,IRCI4,6.106900,-3.861900,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Lambda-cyhalothrin,0.05%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),102,24hrs,67.70,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000008978,Côte d’Ivoire,CI,Agneby-Tiassa,Agboville,Agboville,IRCI5,5.931800,-4.218100,Discriminating concentration bioassays,WHO tube test,Organophosphates,Fenitrothion,1%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),103,24hrs,62.10,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000008986,Côte d’Ivoire,CI,Indenie-Djuablin,Agnibilekrou,Agnibilekro,IRCI6,7.116700,-3.203000,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2013,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),103,24hrs,74.70,Confirmed resistance,Institut Pierre Richet,Institut Pierre Richet,NA,World Health Organization
IR000008991,Côte d’Ivoire,CI,Indenie-Djuablin,Agnibilekrou,Agnibilekro,IRCI6,7.116700,-3.203000,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),103,24hrs,74.30,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000008993,Côte d’Ivoire,CI,Indenie-Djuablin,Agnibilekrou,Agnibilekro,IRCI6,7.116700,-3.203000,Discriminating concentration bioassays,WHO tube test,Organochlorines,DDT,4%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),101,24hrs,0.30,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000009377,Côte d’Ivoire,CI,Cavally,Blolequin,Blolequin,IRCI12,6.574200,-8.004100,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),20,24hrs,10.00,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000009424,Côte d’Ivoire,CI,Gontougo,Bondoukou,Bondoukou,IRCI13,8.047883,-2.807864,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),104,24hrs,9.60,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000009425,Côte d’Ivoire,CI,Gontougo,Bondoukou,Bondoukou,IRCI13,8.047883,-2.807864,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Lambda-cyhalothrin,0.05%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),101,24hrs,37.60,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000009447,Côte d’Ivoire,CI,Marahoue,Bouafle,Bouafle,IRCI15,6.986600,-5.742400,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),99,24hrs,13.10,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000009448,Côte d’Ivoire,CI,Marahoue,Bouafle,Bouafle,IRCI15,6.986600,-5.742400,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),70,24hrs,54.30,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000009461,Côte d’Ivoire,CI,Bounkani,Bouna,Bouna,IRCI17,9.271000,-2.992000,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),83,24hrs,30.90,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000012716,Côte d’Ivoire,CI,Haut-Sassandra,Vavoua,Vavoua,IRCI76,7.399354,-6.474654,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),108,24hrs,11.10,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000012718,Côte d’Ivoire,CI,Haut-Sassandra,Vavoua,Vavoua,IRCI76,7.399354,-6.474654,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),104,24hrs,17.30,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000012720,Côte d’Ivoire,CI,Haut-Sassandra,Vavoua,Vavoua,IRCI76,7.399354,-6.474654,Discriminating concentration bioassays,WHO tube test,Organophosphates,Fenitrothion,1%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),104,24hrs,96.20,Possible resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000009699,Côte d’Ivoire,CI,Haut-Sassandra,Daloa,Daloa,IRCI19,6.877700,-6.451300,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2013,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),98,24hrs,24.50,Confirmed resistance,Institut Pierre Richet,Institut Pierre Richet,NA,World Health Organization
IR000009705,Côte d’Ivoire,CI,Haut-Sassandra,Daloa,Daloa,IRCI19,6.877700,-6.451300,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),102,24hrs,43.10,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
